DATE,TEMPS,ACTIONS,TACHES,KEYS,ETAT_ENVOI,A
4/11/2024,10:15:43,WPCS,insert,"57793_-5, 1",0,
4/11/2024,10:15:43,WPCS,insert,"57793_-6, 1",0,
4/11/2024,10:15:44,WPCS,insert,"57793_-2, 1",0,
4/11/2024,10:15:44,WPCS,insert,"57793_-3, 1",0,
4/11/2024,10:15:45,WPCS,insert,"57793_-4, 1",0,
4/11/2024,10:15:45,WPCS,insert,"57793_-1, 1",0,
4/11/2024,13:45:55,WPCS,delete,"57793_-26, 1",0,
4/11/2024,13:46:05,WPCS,delete,"57793_-25, 1",0,
4/11/2024,13:46:10,WPCS,delete,"57793_-24, 1",0,
4/11/2024,13:47:45,WPCS,delete,"57793_-23, 1",0,
4/11/2024,13:48:40,WPCS,delete,"57793_-21, 1",0,
4/11/2024,13:48:50,WPCS,delete,"57793_-20, 1",0,
4/11/2024,13:49:00,WPCS,delete,"57793_-19, 1",0,
4/11/2024,13:49:20,WPCS,delete,"57793_-22, 1",0,
4/11/2024,13:49:30,WPCS,delete,"57793_-18, 1",0,
4/11/2024,13:49:50,WPCS,delete,"57793_-14, 1",0,
4/11/2024,13:50:00,WPCS,delete,"57793_-16, 1",0,
4/11/2024,13:50:06,WPCS,delete,"57793_-13, 1",0,
4/11/2024,13:50:16,WPCS,delete,"57793_-17, 1",0,
4/11/2024,13:50:46,WPCS,delete,"57793_-12, 1",0,
4/11/2024,13:50:51,WPCS,delete,"57793_-11, 1",0,
4/11/2024,13:51:01,WPCS,delete,"57793_-8, 1",0,
4/11/2024,13:51:21,WPCS,delete,"57793_-1, 1",0,
4/11/2024,13:51:26,WPCS,delete,"57793_-10, 1",0,
4/11/2024,13:51:36,WPCS,delete,"57793_-7, 1",0,
4/11/2024,13:51:41,WPCS,delete,"57793_-15, 1",0,
4/11/2024,13:51:51,WPCS,delete,"57793_-2, 1",0,
4/11/2024,13:51:56,WPCS,delete,"57793_-9, 1",0,
4/11/2024,13:52:06,WPCS,delete,"57793_-5, 1",0,
4/11/2024,13:52:11,WPCS,delete,"57793_-6, 1",0,
4/11/2024,13:52:21,WPCS,delete,"57793_-3, 1",0,
4/11/2024,13:52:36,WPCS,delete,"57793_-4, 1",0,
4/11/2024,14:54:59,WPCS,insert,"57627_-7, 1",0,
4/11/2024,14:55:01,WPCS,insert,"57627_-6, 1",0,
4/11/2024,14:55:02,WPCS,insert,"57627_-1, 1",0,
4/11/2024,15:01:34,WPCS,insert,"57630_-5, 1",0,
4/11/2024,15:01:35,WPCS,insert,"57630_-4, 1",0,
4/11/2024,15:01:36,WPCS,insert,"57630_-3, 1",0,
4/11/2024,15:01:37,WPCS,insert,"57630_-2, 1",0,
4/11/2024,15:01:37,WPCS,insert,"57630_-1, 1",0,
4/11/2024,15:08:18,WPCS,insert,"57631_-8, 1",0,
4/11/2024,15:08:18,WPCS,insert,"57631_-7, 1",0,
4/11/2024,15:08:19,WPCS,insert,"57631_-2, 1",0,
4/11/2024,16:42:20,WPCS,delete,"57615_-7, 1",0,
4/11/2024,16:42:40,WPCS,delete,"57615_-5, 1",0,
4/11/2024,16:42:50,WPCS,delete,"57615_-4, 1",0,
4/11/2024,16:42:55,WPCS,delete,"57615_-3, 1",0,
4/11/2024,16:43:05,WPCS,delete,"57615_-1, 1",0,
4/11/2024,16:43:30,WPCS,delete,"57615_-2, 1",0,
4/11/2024,16:43:35,WPCS,delete,"57615_-6, 1",0,
6/11/2024,17:10:11,WPCS,insert,"57837_-2, 1",0,
6/11/2024,17:10:12,WPCS,insert,"57837_-12, 1",0,
6/11/2024,17:10:13,WPCS,insert,"57837_-14, 1",0,
6/11/2024,17:10:15,WPCS,insert,"57837_-11, 1",0,
6/11/2024,17:10:16,WPCS,insert,"57837_-5, 1",0,
6/11/2024,17:10:17,WPCS,insert,"57837_-9, 1",0,
6/11/2024,17:10:18,WPCS,insert,"57837_-1, 1",0,
6/11/2024,17:10:20,WPCS,insert,"57837_-7, 1",0,
6/11/2024,17:10:21,WPCS,insert,"57837_-6, 1",0,
6/11/2024,17:10:22,WPCS,insert,"57837_-10, 1",0,
6/11/2024,17:10:24,WPCS,insert,"57837_-3, 1",0,
6/11/2024,17:10:25,WPCS,insert,"57837_-4, 1",0,
6/11/2024,17:10:26,WPCS,insert,"57837_-13, 1",0,
6/11/2024,17:10:28,WPCS,insert,"57837_-8, 1",0,
7/11/2024,15:25:26,WPCS,insert,"57812_-5, 1",0,
7/11/2024,15:25:27,WPCS,insert,"57812_-4, 1",0,
7/11/2024,15:25:27,WPCS,insert,"57812_-3, 1",0,
7/11/2024,15:25:28,WPCS,insert,"57812_-2, 1",0,
7/11/2024,15:25:29,WPCS,insert,"57812_-1, 1",0,
7/11/2024,16:56:05,WPCS,delete,"57627_-1, 1",0,
7/11/2024,17:18:31,WPCS,insert,"57814_-5, 1",0,
7/11/2024,17:18:33,WPCS,insert,"57814_-4, 1",0,
7/11/2024,17:18:34,WPCS,insert,"57814_-1, 1",0,
7/11/2024,17:18:36,WPCS,insert,"57814_-2, 1",0,
7/11/2024,17:18:37,WPCS,insert,"57814_-3, 1",0,
8/11/2024,12:29:36,WPCS,delete,"57631_-8, 1",0,
11/11/2024,10:35:05,WPCS,insert,"57857_-8, 1",0,
11/11/2024,10:35:06,WPCS,insert,"57857_-13, 1",0,
11/11/2024,10:35:06,WPCS,insert,"57857_-3, 1",0,
11/11/2024,10:35:07,WPCS,insert,"57857_-12, 1",0,
11/11/2024,10:35:07,WPCS,insert,"57857_-6, 1",0,
11/11/2024,10:35:08,WPCS,insert,"57857_-5, 1",0,
11/11/2024,10:35:09,WPCS,insert,"57857_-4, 1",0,
11/11/2024,10:35:09,WPCS,insert,"57857_-2, 1",0,
11/11/2024,10:35:10,WPCS,insert,"57857_-1, 1",0,
11/11/2024,10:35:10,WPCS,insert,"57857_-9, 1",0,
11/11/2024,10:35:11,WPCS,insert,"57857_-10, 1",0,
11/11/2024,10:35:12,WPCS,insert,"57857_-11, 1",0,
11/11/2024,10:35:12,WPCS,insert,"57857_-14, 1",0,
11/11/2024,10:35:13,WPCS,insert,"57857_-7, 1",0,
11/11/2024,13:27:38,WPCS,insert,"57479_-5, 1",0,
11/11/2024,13:27:40,WPCS,insert,"57479_-61, 1",0,
11/11/2024,13:27:41,WPCS,insert,"57479_-51, 1",0,
11/11/2024,13:27:42,WPCS,insert,"57479_-11, 1",0,
11/11/2024,13:27:44,WPCS,insert,"57479_-12, 1",0,
11/11/2024,13:27:45,WPCS,insert,"57479_-13, 1",0,
11/11/2024,13:27:46,WPCS,insert,"57479_-17, 1",0,
11/11/2024,13:27:48,WPCS,insert,"57479_-18, 1",0,
11/11/2024,13:27:49,WPCS,insert,"57479_-19, 1",0,
11/11/2024,13:27:50,WPCS,insert,"57479_-20, 1",0,
11/11/2024,13:27:51,WPCS,insert,"57479_-32, 1",0,
11/11/2024,13:27:52,WPCS,insert,"57479_-30, 1",0,
11/11/2024,13:27:53,WPCS,insert,"57479_-29, 1",0,
11/11/2024,13:27:54,WPCS,insert,"57479_-33, 1",0,
11/11/2024,13:27:56,WPCS,insert,"57479_-15, 1",0,
11/11/2024,13:27:57,WPCS,insert,"57479_-16, 1",0,
11/11/2024,13:27:58,WPCS,insert,"57479_-27, 1",0,
11/11/2024,13:27:58,WPCS,insert,"57479_-25, 1",0,
11/11/2024,13:27:59,WPCS,insert,"57479_-24, 1",0,
11/11/2024,13:28:01,WPCS,insert,"57479_-26, 1",0,
11/11/2024,15:15:05,WPCS,insert,"58003_-18, 1",0,
11/11/2024,15:15:05,WPCS,insert,"58003_-19, 1",0,
11/11/2024,15:15:06,WPCS,insert,"58001_-15, 1",0,
11/11/2024,15:15:06,WPCS,insert,"58001_-16, 1",0,
11/11/2024,15:15:06,WPCS,insert,"58001_-17, 1",0,
11/11/2024,15:15:07,WPCS,insert,"58001_-18, 1",0,
11/11/2024,15:15:08,WPCS,insert,"58001_-19, 1",0,
11/11/2024,15:15:08,WPCS,insert,"58001_-20, 1",0,
11/11/2024,15:15:09,WPCS,insert,"58003_-21, 1",0,
11/11/2024,15:15:10,WPCS,insert,"58000_-7, 1",0,
11/11/2024,15:15:12,WPCS,insert,"58000_-6, 1",0,
11/11/2024,15:15:13,WPCS,insert,"58000_-5, 1",0,
11/11/2024,15:15:14,WPCS,insert,"58000_-4, 1",0,
11/11/2024,15:15:15,WPCS,insert,"58003_-5, 1",0,
11/11/2024,15:15:16,WPCS,insert,"58003_-6, 1",0,
11/11/2024,15:15:17,WPCS,insert,"58003_-7, 1",0,
11/11/2024,15:15:17,WPCS,insert,"58003_-2, 1",0,
11/11/2024,15:15:19,WPCS,insert,"58003_-10, 1",0,
11/11/2024,15:15:19,WPCS,insert,"58003_-12, 1",0,
11/11/2024,15:15:20,WPCS,insert,"58003_-13, 1",0,
11/11/2024,15:17:30,WPCS,insert,"58003_-3, 1",0,
11/11/2024,15:17:31,WPCS,insert,"58003_-4, 1",0,
11/11/2024,15:17:32,WPCS,insert,"58003_-8, 1",0,
11/11/2024,15:17:34,WPCS,insert,"58003_-9, 1",0,
11/11/2024,15:17:34,WPCS,insert,"58003_-1, 1",0,
11/11/2024,15:17:35,WPCS,insert,"58003_-14, 1",0,
11/11/2024,15:17:37,WPCS,insert,"58003_-15, 1",0,
11/11/2024,15:17:37,WPCS,insert,"58003_-16, 1",0,
11/11/2024,15:17:38,WPCS,insert,"58003_-11, 1",0,
11/11/2024,15:17:39,WPCS,insert,"58001_-5, 1",0,
11/11/2024,15:17:39,WPCS,insert,"58001_-1, 1",0,
11/11/2024,15:17:39,WPCS,insert,"58001_-2, 1",0,
11/11/2024,15:17:40,WPCS,insert,"58001_-3, 1",0,
11/11/2024,15:17:40,WPCS,insert,"58001_-4, 1",0,
11/11/2024,15:17:42,WPCS,insert,"58001_-6, 1",0,
11/11/2024,15:17:43,WPCS,insert,"58001_-7, 1",0,
11/11/2024,15:17:43,WPCS,insert,"58001_-8, 1",0,
11/11/2024,15:17:44,WPCS,insert,"58001_-9, 1",0,
11/11/2024,15:17:46,WPCS,insert,"58001_-10, 1",0,
11/11/2024,17:37:35,WPCS,insert,"58001_-12, 1",0,
11/11/2024,17:37:37,WPCS,insert,"58001_-13, 1",0,
11/11/2024,17:37:38,WPCS,insert,"58001_-14, 1",0,
11/11/2024,17:37:38,WPCS,insert,"58001_-11, 1",0,
11/11/2024,17:37:40,WPCS,insert,"58003_-20, 1",0,
11/11/2024,17:37:41,WPCS,insert,"58003_-22, 1",0,
11/11/2024,17:37:42,WPCS,insert,"58003_-24, 1",0,
11/11/2024,17:37:43,WPCS,insert,"58003_-23, 1",0,
11/11/2024,17:37:44,WPCS,insert,"58003_-25, 1",0,
11/11/2024,17:37:45,WPCS,insert,"58003_-17, 1",0,
11/11/2024,17:37:46,WPCS,insert,"58000_-10, 1",0,
11/11/2024,17:37:47,WPCS,insert,"58000_-12, 1",0,
11/11/2024,17:37:48,WPCS,insert,"58000_-14, 1",0,
11/11/2024,17:37:49,WPCS,insert,"58000_-13, 1",0,
11/11/2024,17:37:50,WPCS,insert,"58000_-2, 1",0,
11/11/2024,18:04:25,WPCS,insert,"58000_-11, 1",0,
11/11/2024,18:04:25,WPCS,insert,"58000_-9, 1",0,
11/11/2024,18:04:26,WPCS,insert,"58000_-1, 1",0,
11/11/2024,18:04:27,WPCS,insert,"58000_-3, 1",0,
11/11/2024,18:14:30,WPCS,insert,"58000_-8, 1",0,
12/11/2024,6:29:11,WPCS,insert,"57815_-7, 1",0,
12/11/2024,6:29:12,WPCS,insert,"57815_-6, 1",0,
12/11/2024,6:29:13,WPCS,insert,"57815_-4, 1",0,
12/11/2024,6:29:14,WPCS,insert,"57815_-2, 1",0,
12/11/2024,6:29:14,WPCS,insert,"57815_-1, 1",0,
12/11/2024,6:32:40,WPCS,delete,"57815_-7, 1",0,
12/11/2024,6:32:50,WPCS,delete,"57815_-6, 1",0,
12/11/2024,6:32:55,WPCS,delete,"57815_-4, 1",0,
12/11/2024,6:33:05,WPCS,delete,"57815_-2, 1",0,
12/11/2024,6:33:15,WPCS,delete,"57815_-1, 1",0,
12/11/2024,6:33:25,WPCS,delete,"57814_-2, 1",0,
12/11/2024,6:33:35,WPCS,delete,"57814_-1, 1",0,
12/11/2024,6:33:45,WPCS,delete,"57630_-2, 1",0,
12/11/2024,6:33:55,WPCS,delete,"57630_-1, 1",0,
12/11/2024,6:34:35,WPCS,delete,"58001_-20, 1",0,
12/11/2024,6:34:45,WPCS,delete,"58001_-19, 1",0,
12/11/2024,6:34:50,WPCS,delete,"58001_-17, 1",0,
12/11/2024,6:35:00,WPCS,delete,"58001_-16, 1",0,
12/11/2024,6:35:05,WPCS,delete,"58001_-14, 1",0,
12/11/2024,6:35:15,WPCS,delete,"58001_-18, 1",0,
12/11/2024,6:35:25,WPCS,delete,"58001_-15, 1",0,
12/11/2024,6:35:30,WPCS,delete,"58001_-13, 1",0,
12/11/2024,6:35:40,WPCS,delete,"58001_-11, 1",0,
12/11/2024,6:35:56,WPCS,delete,"58001_-12, 1",0,
12/11/2024,6:36:01,WPCS,delete,"58001_-10, 1",0,
12/11/2024,6:36:06,WPCS,delete,"58001_-9, 1",0,
12/11/2024,6:36:16,WPCS,delete,"58001_-7, 1",0,
12/11/2024,6:36:26,WPCS,delete,"58001_-6, 1",0,
12/11/2024,6:36:36,WPCS,delete,"58001_-8, 1",0,
12/11/2024,6:36:41,WPCS,delete,"58001_-5, 1",0,
12/11/2024,6:36:51,WPCS,delete,"58001_-4, 1",0,
12/11/2024,6:36:56,WPCS,delete,"58001_-3, 1",0,
12/11/2024,6:37:06,WPCS,delete,"58001_-1, 1",0,
12/11/2024,6:37:11,WPCS,delete,"58001_-2, 1",0,
12/11/2024,10:52:22,WPCS,delete,"56961_-9, 1",0,
12/11/2024,10:52:23,WPCS,delete,"57479_-5, 1",0,
12/11/2024,10:52:23,WPCS,delete,"57479_-16, 1",0,
12/11/2024,10:52:23,WPCS,delete,"57479_-15, 1",0,
12/11/2024,10:52:24,WPCS,delete,"57479_-13, 1",0,
12/11/2024,10:52:24,WPCS,delete,"57479_-20, 1",0,
12/11/2024,10:52:24,WPCS,delete,"57479_-19, 1",0,
12/11/2024,10:52:24,WPCS,delete,"57479_-18, 1",0,
12/11/2024,10:52:24,WPCS,delete,"57479_-17, 1",0,
12/11/2024,10:52:25,WPCS,delete,"57479_-11, 1",0,
12/11/2024,10:52:25,WPCS,delete,"57479_-51, 1",0,
12/11/2024,10:52:25,WPCS,delete,"57479_-12, 1",0,
12/11/2024,10:52:26,WPCS,delete,"57812_-1, 1",0,
12/11/2024,10:52:26,WPCS,delete,"57837_-5, 1",0,
12/11/2024,10:52:26,WPCS,delete,"56959_-1, 1",0,
12/11/2024,10:52:26,WPCS,delete,"57255_-14, 1",0,
12/11/2024,10:52:27,WPCS,delete,"56959_-14, 1",0,
12/11/2024,10:52:27,WPCS,delete,"57634_-7, 1",0,
12/11/2024,10:52:27,WPCS,delete,"56962_-4, 1",0,
12/11/2024,10:52:27,WPCS,delete,"56965_-2, 1",0,
12/11/2024,10:52:27,WPCS,delete,"53913_-1, 1",0,
12/11/2024,10:52:27,WPCS,delete,"55535_-21, 1",0,
12/11/2024,10:52:27,WPCS,delete,"55615_-3, 1",0,
12/11/2024,10:52:28,WPCS,delete,"53913_-2, 1",0,
12/11/2024,10:52:28,WPCS,delete,"53914_-4, 1",0,
12/11/2024,10:52:28,WPCS,delete,"53914_-20, 1",0,
12/11/2024,10:52:29,WPCS,delete,"55613_-6, 1",0,
12/11/2024,10:52:29,WPCS,delete,"55535_-47, 1",0,
12/11/2024,10:52:29,WPCS,delete,"53913_-4, 1",0,
12/11/2024,10:52:30,WPCS,delete,"54918_-40, 1",0,
12/11/2024,10:52:30,WPCS,delete,"54151_-243, 1",0,
12/11/2024,10:52:30,WPCS,delete,"54151_-242, 1",0,
12/11/2024,10:52:30,WPCS,delete,"56962_-14, 1",0,
12/11/2024,10:52:31,WPCS,delete,"56962_-16, 1",0,
12/11/2024,10:52:31,WPCS,delete,"56962_-15, 1",0,
12/11/2024,10:52:31,WPCS,delete,"56962_-12, 1",0,
12/11/2024,10:52:31,WPCS,delete,"56962_-11, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-10, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-9, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-8, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-7, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-6, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-5, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-3, 1",0,
12/11/2024,10:52:32,WPCS,delete,"56962_-2, 1",0,
12/11/2024,10:52:33,WPCS,delete,"56962_-1, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56962_-13, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-13, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-12, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-11, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-10, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-9, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-7, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-6, 1",0,
12/11/2024,10:52:34,WPCS,delete,"56959_-5, 1",0,
12/11/2024,10:52:35,WPCS,delete,"56959_-4, 1",0,
12/11/2024,10:52:35,WPCS,delete,"56959_-3, 1",0,
12/11/2024,10:52:35,WPCS,delete,"56959_-2, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57189_-4, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57189_-3, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57189_-2, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57189_-1, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57857_-8, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57857_-13, 1",0,
12/11/2024,10:52:35,WPCS,delete,"57857_-3, 1",0,
12/11/2024,10:52:36,WPCS,delete,"57857_-12, 1",0,
12/11/2024,10:52:36,WPCS,delete,"57857_-6, 1",0,
12/11/2024,10:52:36,WPCS,delete,"57857_-5, 1",0,
12/11/2024,10:52:36,WPCS,delete,"57857_-4, 1",0,
12/11/2024,10:52:36,WPCS,delete,"57857_-2, 1",0,
12/11/2024,10:52:37,WPCS,delete,"57857_-1, 1",0,
12/11/2024,10:52:37,WPCS,delete,"57857_-9, 1",0,
12/11/2024,10:52:37,WPCS,delete,"57857_-10, 1",0,
12/11/2024,10:52:37,WPCS,delete,"57857_-11, 1",0,
12/11/2024,10:52:37,WPCS,delete,"57857_-14, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57857_-7, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57479_-32, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57479_-30, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57479_-29, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57479_-33, 1",0,
12/11/2024,10:52:38,WPCS,delete,"57479_-27, 1",0,
12/11/2024,10:52:39,WPCS,delete,"57479_-25, 1",0,
12/11/2024,10:52:39,WPCS,delete,"57479_-24, 1",0,
12/11/2024,10:52:39,WPCS,delete,"57479_-26, 1",0,
12/11/2024,10:52:39,WPCS,delete,"58003_-18, 1",0,
12/11/2024,10:52:39,WPCS,delete,"58003_-19, 1",0,
12/11/2024,10:52:39,WPCS,delete,"58003_-21, 1",0,
12/11/2024,10:52:40,WPCS,delete,"58000_-7, 1",0,
12/11/2024,10:52:40,WPCS,delete,"58000_-6, 1",0,
12/11/2024,10:52:40,WPCS,delete,"58000_-5, 1",0,
12/11/2024,10:52:40,WPCS,delete,"58000_-4, 1",0,
12/11/2024,10:52:40,WPCS,delete,"58003_-5, 1",0,
12/11/2024,10:52:41,WPCS,delete,"58003_-6, 1",0,
12/11/2024,10:52:41,WPCS,delete,"58003_-7, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-2, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-10, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-12, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-13, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-3, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-4, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-8, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-9, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-1, 1",0,
12/11/2024,10:52:42,WPCS,delete,"58003_-14, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-15, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-16, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-11, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-20, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-22, 1",0,
12/11/2024,10:52:43,WPCS,delete,"58003_-24, 1",0,
12/11/2024,10:52:44,WPCS,delete,"58003_-23, 1",0,
12/11/2024,10:52:44,WPCS,delete,"58003_-25, 1",0,
12/11/2024,10:52:44,WPCS,delete,"58003_-17, 1",0,
12/11/2024,10:52:44,WPCS,delete,"58000_-10, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-12, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-14, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-13, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-2, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-11, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-9, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-1, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-3, 1",0,
12/11/2024,10:52:45,WPCS,delete,"58000_-8, 1",0,
12/11/2024,16:04:31,WPCS,insert,"57626_-1, 1",0,
12/11/2024,16:04:31,WPCS,insert,"57626_-2, 1",0,
12/11/2024,16:04:59,WPCS,insert,"57431_-2, 1",0,
12/11/2024,16:05:00,WPCS,insert,"57431_-7, 1",0,
12/11/2024,17:09:43,WPCS,insert,"58020_-106, 1",0,
12/11/2024,17:09:43,WPCS,insert,"58020_-104, 1",0,
12/11/2024,17:09:43,WPCS,insert,"58020_-101, 1",0,
12/11/2024,17:09:44,WPCS,insert,"58020_-4, 1",0,
12/11/2024,17:09:44,WPCS,insert,"58020_-108, 1",0,
12/11/2024,17:09:44,WPCS,insert,"58020_-114, 1",0,
12/11/2024,17:09:44,WPCS,insert,"58020_-111, 1",0,
12/11/2024,17:09:45,WPCS,insert,"58020_-110, 1",0,
12/11/2024,17:09:45,WPCS,insert,"58020_-3, 1",0,
13/11/2024,11:06:32,WPCS,delete,"57626_-2, 1",0,
13/11/2024,11:06:32,WPCS,delete,"58020_-106, 1",0,
13/11/2024,11:06:32,WPCS,delete,"58020_-104, 1",0,
13/11/2024,11:06:32,WPCS,delete,"58020_-101, 1",0,
13/11/2024,11:06:32,WPCS,delete,"58020_-4, 1",0,
13/11/2024,11:06:33,WPCS,delete,"58020_-108, 1",0,
13/11/2024,11:06:33,WPCS,delete,"58020_-114, 1",0,
13/11/2024,11:06:33,WPCS,delete,"58020_-111, 1",0,
13/11/2024,11:06:33,WPCS,delete,"58020_-110, 1",0,
13/11/2024,11:06:33,WPCS,delete,"58020_-3, 1",0,
13/11/2024,11:11:23,WPCS,insert,"58020_-106, 1",0,
13/11/2024,11:11:24,WPCS,insert,"58020_-104, 1",0,
13/11/2024,11:11:24,WPCS,insert,"58020_-101, 1",0,
13/11/2024,11:11:25,WPCS,insert,"58020_-4, 1",0,
13/11/2024,11:11:25,WPCS,insert,"58020_-108, 1",0,
13/11/2024,11:11:26,WPCS,insert,"58020_-114, 1",0,
13/11/2024,11:11:26,WPCS,insert,"58020_-111, 1",0,
13/11/2024,11:11:27,WPCS,insert,"58020_-110, 1",0,
13/11/2024,11:11:27,WPCS,insert,"58020_-3, 1",0,
13/11/2024,11:12:18,WPCS,insert,"57634_-7, 1",0,
13/11/2024,11:16:00,WPCS,insert,"57189_-4, 1",0,
13/11/2024,11:16:00,WPCS,insert,"57189_-1, 1",0,
13/11/2024,11:16:01,WPCS,insert,"57189_-2, 1",0,
13/11/2024,11:16:01,WPCS,insert,"57189_-3, 1",0,
13/11/2024,15:50:12,WPCS,insert,"57627_-1, 1",0,
13/11/2024,15:50:48,WPCS,insert,"57630_-2, 1",0,
13/11/2024,15:50:49,WPCS,insert,"57630_-1, 1",0,
13/11/2024,15:51:21,WPCS,insert,"57814_-2, 1",0,
13/11/2024,15:51:21,WPCS,insert,"57814_-1, 1",0,
